1|Canto AB-2 pasy do akordeonu 80/96 basowego (para) + łącznik|Akcesoria dla instrumentów klawiszowych|110.00|Canto|Canto AB-2, Komplet pasów do akordeonu 80-basowego Materiał: Skóra Szerokość: 30mm / 65mm Kolor: czarny|https://muzyczny.pl/towary/20129.jpg|612|W magazynie
1|Canto AB-3 pasy do akordeonu 60 basowego (para) + łącznik|Akcesoria dla instrumentów klawiszowych|99.00|Canto|Canto AB-3, Pasy do akordeonu Dedykowane do modelu 60-basowego Materiał: skóra Kolor: czarny Łącznik w zestawie|https://muzyczny.pl/towary/115337.jpg|612|W magazynie
1|Canto ABW-1 pasy z welurem do akordeonu 120-basowego (para) + łącznik|Akcesoria dla instrumentów klawiszowych|120.00|Canto|Canto ABW-1 Pasy do akordeonu serii ABW- wykonane są ze skóry i podbite welurem na piance, przeznaczone do akordeonów 120-basowych. |https://muzyczny.pl/towary/23017.jpg|612|W magazynie
1|Canto ABW-2 pasy z welurem do akordeonu 80-basowego / 96-basowego (para) + łącznik|Akcesoria dla instrumentów klawiszowych|120.00|Canto|Canto ABW-2 Pasy do akordeonu serii ABW- wykonane są ze skóry i podbite welurem na piance, przeznaczone do akordeonów 80- i 96-basowych. |https://muzyczny.pl/towary/23018.jpg|612|W magazynie
1|Canto BB-1 pasek basowy do akordeonu 120 basowego|Akcesoria dla instrumentów klawiszowych|35.00|Canto|Pas akordeonowy Canto BB-1 Długość: 530mm Szerokość: 40mm Skórzany Podszyty materiałem wypełnionym gąbką Kolor: czarny|https://muzyczny.pl/towary/35539.jpg|612|W magazynie
1|Canto BB-2 pasek basowy do akordeonu 80 basowego / 96 basowego|Akcesoria dla instrumentów klawiszowych|35.00|Canto|Pas akordeonowy Canto BB-2 Długość: 500mm Szerokość: 40mm Skórzany Podszyty materiałem wypełnionym gąbką Kolor: czarny|https://muzyczny.pl/towary/35541.jpg|612|W magazynie
1|Canto BB-5 łącznik do pasów akordeonowych ABW|Akcesoria dla instrumentów klawiszowych|16.00|Canto|Canto BB 5 Łącznik do pasów ABW Kolor: czarny|https://muzyczny.pl/towary/46204.jpg|612|W magazynie
1|Canto PZA zapinka do miecha akordeonu|Akcesoria dla instrumentów klawiszowych|20.00|Canto|Canto PZA zapinka do miecha akordeonu|https://muzyczny.pl/towary/55146.jpg|612|W magazynie
1|Casio CS-44 statyw do CDP-130/230 kolor czarny |Akcesoria dla instrumentów klawiszowych|299.00|Casio|Casio CS-44 Stand do pianin CDP-120/220|https://muzyczny.pl/towary/125439.jpg|612|W magazynie
1|Casio SP-33 platforma (3 pedały) do PX-160/360/560|Akcesoria dla instrumentów klawiszowych|199.00|Casio|Casio SP-33 platforma (3 pedały), Platforma do instrumentu klawiszowego PX-150/ 350 3 pedały|https://muzyczny.pl/towary/99370.jpg|612|W magazynie
1|Filippe PA 80SK BR pasy do akordeonu 80-basowego / 96-basowego, skóra, kolor brązowy (para)|Akcesoria dla instrumentów klawiszowych|199.00|Filippe|Filippe PA 80SK BR, Wysokiej jakości pasy do akordeonu, wykonane ze skóry i dodatkowo wzmocnione dla maksymalnego komfortu użytkowania. |https://muzyczny.pl/towary/68754.jpg|612|W magazynie
1|Grenada AP 22 podnóżek, adapter do pedałów pianina dla osób o niskim wzroście|Akcesoria dla instrumentów klawiszowych|899.00|Grenada|Grenada AP-22, Adaptor do pedałów pianina. Dzięki temu prostemu, niewielkiemu urządzeniu Twoje dziecko bez żadnych przeszkód w pełni |https://muzyczny.pl/towary/36755.jpg|612|W magazynie
1|K&M 166 klucz do strojenia pianin, gwiazdka|Akcesoria dla instrumentów klawiszowych|78.00|K&amp;M|K&M 166 klucz do strojenia pianin, gwiazdka, Gniazdo klucza cięte stożkowo w kształt gwiazdki -8 kątów., Przeznaczony dla kołków 6,2 mm., |https://muzyczny.pl/towary/20522.jpg|612|W magazynie
1|K&M 16610 klucz do strojenia pianin, kwadratowy|Akcesoria dla instrumentów klawiszowych|85.00|K&amp;M|K&M 166/1 klucz do strojenia pianin, kwadratowy Gniazdo klucza cięte stożkowo w kształt kwadratu. Rękojeść klucza wykonana z drewna, |https://muzyczny.pl/towary/20521.jpg|612|W magazynie
1|Leslie LC11 kabel połączeniowy 7m|Akcesoria dla instrumentów klawiszowych|420.00|Leslie|Leslie LC11 kabel połączeniowy 7m złącza: 11 pin żeńskie<==>męskie długość: 7m|https://muzyczny.pl/towary/22345.jpg|612|W magazynie
1|Meyne 2275 rolki transportowe z hamulcem do pianina (komplet)|Akcesoria dla instrumentów klawiszowych|569.00|Meyne|Meyne 2275 rolki transportowe z hamulcem do pianina (komplet), regulowana szerokość: 210 - 360 mm wzmocnione narożniki kółka z poliuretanu |https://muzyczny.pl/towary/89095.jpg|612|W magazynie
1|Meyne 22750 rolki transportowe gumowe z hamulcem do pianina (komplet)|Akcesoria dla instrumentów klawiszowych|689.00|Meyne|Meyne 22750 rolki transportowe gumowe z hamulcem do pianina (komplet), regulowana szerokość: 210 - 360 mm wzmocnione narożniki kółka |https://muzyczny.pl/towary/89756.jpg|612|W magazynie
1|Meyne 2380 kółko podwójne z płytką i hamulcem do pianina|Akcesoria dla instrumentów klawiszowych|65.00|Meyne|Meyne 2380, wysokość: 70 mm szerokość kółek: 2x20 mm &#216; 50 mm wymiary płytki: 55 x 55 mm łożyskowane max. udźwig: 70 kg /szt. kolor: |https://muzyczny.pl/towary/89096.jpg|612|W magazynie
1|Meyne 2560 podkładka pod kółko pianina, plastik, średnica 70mm, czarna|Akcesoria dla instrumentów klawiszowych|6.00|Meyne|Meyne 2560 Podkładka chroniąca podłogę pod kółko pianina., Materiał: tworzywo Średnica: 70 mm Kolor: czarny|https://muzyczny.pl/towary/106730.jpg|612|W magazynie
1|Meyne 2593 podkładka pod kółko fortepianu, drewno, średnica 127mm|Akcesoria dla instrumentów klawiszowych|99.00|Meyne|Meyne 2593 Podkładka chroniąca podłogę pod kółko fortepianu., Materiał: drewno Średnica: 127 mm|https://muzyczny.pl/towary/106727.jpg|612|W magazynie
1|Meyne 26061 rolki transportowe z hamulcem do fortepianu (komplet)|Akcesoria dla instrumentów klawiszowych|1415.00|Meyne|Meyne 26061 Rolki transportowe z hamulcem do fortepianu Wyłożone miękkim filcem Kółka wykonane z poliuretanu Szerokość zewnętrzna: 32,5 cm |https://muzyczny.pl/towary/45388.jpg|612|W magazynie
